OrderNumber,CustomerID,Name,Address,City,Country,Continent,PurchaseDate,PaymentMethod,Product,ProductCategory,Quantity,ProductID,ProductPrice,CostPrice,DiscountPercentage,DiscountedPrice,FinalPrice,Profit,WarrantyPeriod
ORD0646897,CUST001109,Kristen Jackson,"706 Robinson Summit, Phoenix, United States",Phoenix,United States,North America,7/29/2021,PayPal,Fresh Apples,Groceries,1,GROC102,2.9,2.07,26.4,2.13,2.13,0.06,No Warranty
ORD0646896,CUST001109,Kristen Jackson,"706 Robinson Summit, Phoenix, United States",Phoenix,United States,North America,6/13/2023,PayPal,Whole Wheat Bread,Groceries,2,GROC113,48.18,31.24,0,48.18,96.36,33.88,No Warranty
ORD0646900,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,10/23/2023,Online Wallet,Adidas Ultraboost,Clothing,1,CLOT100,373.53,288.47,11.66,329.98,329.98,41.51,No Warranty
ORD0646901,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,1/5/2024,Online Wallet,Adidas Ultraboost,Clothing,2,CLOT100,363.39,247.65,12.68,317.31,634.62,139.32,No Warranty
ORD0646899,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,12/19/2021,Debit Card,Nike Air Max Shoes,Clothing,2,CLOT103,269.24,184.36,29.43,190,380,11.28,No Warranty
ORD0646899,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,9/4/2020,Debit Card,Nike Air Max Shoes,Clothing,5,CLOT103,387.21,296.83,28.25,277.82,1389.1,-95.05,No Warranty
ORD0646899,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,7/22/2024,Debit Card,North Face Jacket,Clothing,3,CLOT104,306.14,198.07,29.23,216.66,649.98,55.77,No Warranty
ORD0646900,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,6/6/2024,Online Wallet,North Face Jacket,Clothing,1,CLOT104,146.03,114.82,18.99,118.3,118.3,3.48,No Warranty
ORD0646899,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,7/31/2021,Debit Card,Levi's 501 Jeans,Clothing,1,CLOT110,146.73,93.94,27.12,106.94,106.94,13,No Warranty
ORD0646899,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,2/2/2022,Debit Card,IKEA Billy Bookcase,Furniture,1,FURN100,1088.78,738.62,13.66,940.05,940.05,201.43,30 months
ORD0646900,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,3/17/2023,Online Wallet,Sealy Posturepedic Mattress,Furniture,5,FURN112,2162.15,1544.33,5.14,2051.02,10255.1,2533.45,33 months
ORD0646900,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,2/16/2020,Online Wallet,Fresh Apples,Groceries,5,GROC102,17.56,11.37,19.21,14.19,70.95,14.1,No Warranty
ORD0646901,CUST001110,Mary Torres,"65771 Mitchell Pass, Phoenix, United States",Phoenix,United States,North America,12/3/2021,Online Wallet,Organic Almond Milk,Groceries,3,GROC103,9.05,6.85,21.24,7.13,21.39,0.84,No Warranty
ORD0646903,CUST001111,Kari Price,"305 Allison Forge, Abuja, Nigeria",Abuja,Nigeria,Africa,5/1/2022,Online Wallet,Manga: Attack on Titan Vol. 1,Books,2,BOOK103,95.86,71.2,0,95.86,191.72,49.32,No Warranty
ORD0646902,CUST001111,Kari Price,"305 Allison Forge, Abuja, Nigeria",Abuja,Nigeria,Africa,12/6/2023,Debit Card,Adidas Ultraboost,Clothing,2,CLOT100,278.48,216.72,13.15,241.86,483.72,50.28,No Warranty
ORD0646902,CUST001111,Kari Price,"305 Allison Forge, Abuja, Nigeria",Abuja,Nigeria,Africa,9/7/2022,Debit Card,IKEA Billy Bookcase,Furniture,2,FURN100,2094.34,1365.92,18.77,1701.23,3402.46,670.62,21 months
ORD0646903,CUST001111,Kari Price,"305 Allison Forge, Abuja, Nigeria",Abuja,Nigeria,Africa,11/1/2023,Online Wallet,IKEA Billy Bookcase,Furniture,3,FURN100,1626.04,1190.9,10.67,1452.54,4357.62,784.92,6 months
ORD0646903,CUST001111,Kari Price,"305 Allison Forge, Abuja, Nigeria",Abuja,Nigeria,Africa,3/18/2024,Online Wallet,Fresh Apples,Groceries,1,GROC102,37.12,27.64,5.61,35.04,35.04,7.4,No Warranty
ORD0646902,CUST001111,Kari Price,"305 Allison Forge, Abuja, Nigeria",Abuja,Nigeria,Africa,4/2/2024,Debit Card,Organic Almond Milk,Groceries,5,GROC103,25.53,19.38,21.76,19.97,99.85,2.95,No Warranty
ORD0646904,CUST001112,Colleen Smith,"15133 Kaitlyn Glens, Toronto, Canada",Toronto,Canada,North America,12/25/2020,Online Wallet,Manga: Attack on Titan Vol. 1,Books,5,BOOK103,59.58,45.55,0,59.58,297.9,70.15,No Warranty
ORD0646905,CUST001112,Colleen Smith,"15133 Kaitlyn Glens, Toronto, Canada",Toronto,Canada,North America,10/16/2020,Debit Card,The Great Gatsby,Books,3,BOOK112,59.46,44.23,6.17,55.79,167.37,34.68,No Warranty
ORD0646905,CUST001112,Colleen Smith,"15133 Kaitlyn Glens, Toronto, Canada",Toronto,Canada,North America,7/14/2024,Debit Card,Apple Watch Series 8,Electronics,4,ELEC102,1786.26,1351.26,26.11,1319.87,5279.48,-125.56,34 months
ORD0646905,CUST001112,Colleen Smith,"15133 Kaitlyn Glens, Toronto, Canada",Toronto,Canada,North America,1/27/2024,Debit Card,Sealy Posturepedic Mattress,Furniture,1,FURN112,1858.17,1433.97,0,1858.17,1858.17,424.2,36 months
ORD0646904,CUST001112,Colleen Smith,"15133 Kaitlyn Glens, Toronto, Canada",Toronto,Canada,North America,11/30/2022,Online Wallet,Fresh Apples,Groceries,3,GROC102,18.28,14.11,26.71,13.4,40.2,-2.13,No Warranty
ORD0646906,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,8/8/2024,Debit Card,Atomic Habits,Books,2,BOOK100,83.78,62.83,0,83.78,167.56,41.9,No Warranty
ORD0646906,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,10/5/2022,Debit Card,Nike Air Max Shoes,Clothing,3,CLOT103,456.25,341.4,26.2,336.71,1010.13,-14.07,No Warranty
ORD0646907,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,3/20/2021,Credit Card,North Face Jacket,Clothing,2,CLOT104,436.47,337.84,0,436.47,872.94,197.26,No Warranty
ORD0646906,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,2/27/2024,Debit Card,North Face Jacket,Clothing,3,CLOT104,274.59,211.95,13.74,236.86,710.58,74.73,No Warranty
ORD0646906,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,5/22/2023,Debit Card,Levi's 501 Jeans,Clothing,1,CLOT110,183.27,142.1,0,183.27,183.27,41.17,No Warranty
ORD0646909,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,10/11/2022,Online Wallet,iPhone 14 Pro,Electronics,4,ELEC112,531.65,323.41,0,531.65,2126.6,832.96,25 months
ORD0646908,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,5/8/2022,Online Wallet,iPhone 14 Pro,Electronics,2,ELEC112,1760.47,1353.65,19.02,1425.63,2851.26,143.96,20 months
ORD0646907,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,4/8/2024,Credit Card,Sony WH-1000XM5 Headphones,Electronics,5,ELEC112,1100.62,684.85,12.22,966.12,4830.6,1406.35,16 months
ORD0646907,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,1/22/2021,Credit Card,Ashley Furniture Sofa,Furniture,1,FURN100,2301.94,1833.96,19.22,1859.51,1859.51,25.55,22 months
ORD0646908,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,3/2/2022,Online Wallet,IKEA Billy Bookcase,Furniture,2,FURN100,1386.28,1094.63,11.39,1228.38,2456.76,267.5,24 months
ORD0646906,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,8/8/2022,Debit Card,IKEA Billy Bookcase,Furniture,2,FURN100,2166.08,1532.66,0,2166.08,4332.16,1266.84,11 months
ORD0646907,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,9/3/2021,Credit Card,IKEA Billy Bookcase,Furniture,2,FURN100,2437.39,1545.42,29.03,1729.82,3459.64,368.8,9 months
ORD0646907,CUST001113,Janet Fuller,"996 Paula Valleys Suite 502, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,11/5/2024,Credit Card,Sealy Posturepedic Mattress,Furniture,1,FURN112,2760.52,1865.64,9.07,2510.14,2510.14,644.5,23 months
ORD0646910,CUST001114,Joe Cooper,"5919 Jennifer Island Apt. 757, Beijing, China",Beijing,China,Asia,1/15/2021,Debit Card,Atomic Habits,Books,1,BOOK100,82.86,60.08,21.53,65.02,65.02,4.94,No Warranty
ORD0646910,CUST001114,Joe Cooper,"5919 Jennifer Island Apt. 757, Beijing, China",Beijing,China,Asia,9/13/2023,Debit Card,Sealy Posturepedic Mattress,Furniture,4,FURN112,2544.63,1641.25,5.84,2396.02,9584.08,3019.08,17 months
ORD0646910,CUST001114,Joe Cooper,"5919 Jennifer Island Apt. 757, Beijing, China",Beijing,China,Asia,8/18/2020,Debit Card,Organic Almond Milk,Groceries,2,GROC103,14.23,9.64,16.58,11.87,23.74,4.46,No Warranty
ORD0646911,CUST001115,Lauren Keller,"4677 Sean Orchard, Berlin, Germany",Berlin,Germany,Europe,9/8/2023,Debit Card,Atomic Habits,Books,1,BOOK100,98.32,64.67,9.71,88.77,88.77,24.1,No Warranty
ORD0646911,CUST001115,Lauren Keller,"4677 Sean Orchard, Berlin, Germany",Berlin,Germany,Europe,10/17/2024,Debit Card,The Great Gatsby,Books,2,BOOK112,15.57,10.17,18.95,12.62,25.24,4.9,No Warranty
ORD0646911,CUST001115,Lauren Keller,"4677 Sean Orchard, Berlin, Germany",Berlin,Germany,Europe,3/24/2020,Debit Card,Sony WH-1000XM5 Headphones,Electronics,1,ELEC112,1552.46,1092.51,29.85,1089.05,1089.05,-3.46,21 months
ORD0646911,CUST001115,Lauren Keller,"4677 Sean Orchard, Berlin, Germany",Berlin,Germany,Europe,1/11/2022,Debit Card,Sealy Posturepedic Mattress,Furniture,1,FURN112,1892.08,1208.76,25.8,1403.92,1403.92,195.16,19 months
ORD0646912,CUST001116,Jason Cook,"57609 Lisa Wells Suite 755, Chennai, India",Chennai,India,Asia,7/16/2023,PayPal,Atomic Habits,Books,1,BOOK100,29.45,21.05,0,29.45,29.45,8.4,No Warranty
ORD0646913,CUST001116,Jason Cook,"57609 Lisa Wells Suite 755, Chennai, India",Chennai,India,Asia,2/25/2023,Credit Card,Manga: Attack on Titan Vol. 1,Books,1,BOOK103,28.68,22.74,26.38,21.11,21.11,-1.63,No Warranty
ORD0646913,CUST001116,Jason Cook,"57609 Lisa Wells Suite 755, Chennai, India",Chennai,India,Asia,12/9/2022,Credit Card,Apple Watch Series 8,Electronics,4,ELEC102,904.33,720.95,0,904.33,3617.32,733.52,7 months
ORD0646913,CUST001116,Jason Cook,"57609 Lisa Wells Suite 755, Chennai, India",Chennai,India,Asia,9/20/2023,Credit Card,Organic Almond Milk,Groceries,5,GROC103,42.3,31.3,8.09,38.88,194.4,37.9,No Warranty
ORD0646913,CUST001116,Jason Cook,"57609 Lisa Wells Suite 755, Chennai, India",Chennai,India,Asia,12/17/2023,Credit Card,Whole Wheat Bread,Groceries,1,GROC113,7.42,4.61,23.15,5.7,5.7,1.09,No Warranty
ORD0646914,CUST001117,Nicholas Salinas,"14541 Lisa Ranch Suite 957, Guangzhou, China",Guangzhou,China,Asia,4/7/2021,PayPal,Nike Air Max Shoes,Clothing,4,CLOT103,488.57,302.99,19.26,394.47,1577.88,365.92,No Warranty
ORD0646914,CUST001117,Nicholas Salinas,"14541 Lisa Ranch Suite 957, Guangzhou, China",Guangzhou,China,Asia,12/18/2024,PayPal,Nike Air Max Shoes,Clothing,1,CLOT103,308.6,240,10.1,277.43,277.43,37.43,No Warranty
ORD0646914,CUST001117,Nicholas Salinas,"14541 Lisa Ranch Suite 957, Guangzhou, China",Guangzhou,China,Asia,6/2/2023,PayPal,Apple Watch Series 8,Electronics,3,ELEC102,1330.13,970.41,0,1330.13,3990.39,1079.16,33 months
ORD0646914,CUST001117,Nicholas Salinas,"14541 Lisa Ranch Suite 957, Guangzhou, China",Guangzhou,China,Asia,12/21/2022,PayPal,Free-Range Eggs,Groceries,4,GROC101,40.26,29.64,0,40.26,161.04,42.48,No Warranty
ORD0646917,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,10/31/2023,PayPal,Atomic Habits,Books,1,BOOK100,55.87,40.62,20.65,44.33,44.33,3.71,No Warranty
ORD0646915,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,10/7/2022,Credit Card,Manga: Attack on Titan Vol. 1,Books,5,BOOK103,96.74,70.71,0,96.74,483.7,130.15,No Warranty
ORD0646918,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,4/12/2020,Credit Card,The Great Gatsby,Books,5,BOOK112,12.97,10.37,11.81,11.44,57.2,5.35,No Warranty
ORD0646917,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,3/26/2020,PayPal,Nike Air Max Shoes,Clothing,4,CLOT103,418.83,284.54,29.74,294.27,1177.08,38.92,No Warranty
ORD0646916,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,5/23/2024,PayPal,North Face Jacket,Clothing,1,CLOT104,26.36,15.86,29.4,18.61,18.61,2.75,No Warranty
ORD0646915,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,9/28/2022,Credit Card,Apple Watch Series 8,Electronics,3,ELEC102,1993.75,1366.42,12.56,1743.33,5229.99,1130.73,15 months
ORD0646919,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,3/18/2020,Debit Card,iPhone 14 Pro,Electronics,3,ELEC112,1909.79,1449.77,0,1909.79,5729.37,1380.06,28 months
ORD0646918,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,5/27/2022,Credit Card,Sony WH-1000XM5 Headphones,Electronics,5,ELEC112,1299.19,890.32,24.02,987.12,4935.6,484,14 months
ORD0646918,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,11/21/2024,Credit Card,IKEA Billy Bookcase,Furniture,1,FURN100,2819.53,2232.93,0,2819.53,2819.53,586.6,21 months
ORD0646916,CUST001118,James Montgomery,"23523 Hickman Plains Suite 395, Chennai, India",Chennai,India,Asia,5/20/2023,PayPal,Fresh Apples,Groceries,5,GROC102,33.05,23.85,26.62,24.25,121.25,2,No Warranty
ORD0646921,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,5/15/2020,PayPal,Manga: Attack on Titan Vol. 1,Books,4,BOOK103,73.74,58.03,8.95,67.14,268.56,36.44,No Warranty
ORD0646923,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,11/12/2020,Credit Card,The Great Gatsby,Books,3,BOOK112,44.35,27.93,21.38,34.87,104.61,20.82,No Warranty
ORD0646921,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,2/29/2024,PayPal,Nike Air Max Shoes,Clothing,5,CLOT103,39.39,26.54,7.23,36.54,182.7,50,No Warranty
ORD0646922,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,7/31/2020,Credit Card,North Face Jacket,Clothing,4,CLOT104,127.55,77.06,8.23,117.05,468.2,159.96,No Warranty
ORD0646921,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,7/2/2022,PayPal,Apple Watch Series 8,Electronics,4,ELEC102,1556.93,1139.64,26.3,1147.46,4589.84,31.28,32 months
ORD0646920,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,4/5/2020,Debit Card,Apple Watch Series 8,Electronics,5,ELEC102,873.91,671.78,0,873.91,4369.55,1010.65,26 months
ORD0646923,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,7/21/2024,Credit Card,Samsung Galaxy S23,Electronics,5,ELEC104,809.56,573.51,23.55,618.91,3094.55,227,9 months
ORD0646922,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,3/27/2020,Credit Card,Samsung Galaxy S23,Electronics,5,ELEC104,1087.9,760.05,28.97,772.74,3863.7,63.45,15 months
ORD0646922,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,11/7/2024,Credit Card,Sealy Posturepedic Mattress,Furniture,2,FURN112,2494.79,1825.79,23.51,1908.26,3816.52,164.94,11 months
ORD0646921,CUST001119,Courtney Dean,"86104 Anderson Key Suite 419, Melbourne, Australia",Melbourne,Australia,Oceania,9/27/2021,PayPal,Free-Range Eggs,Groceries,5,GROC101,17.77,10.79,24.07,13.49,67.45,13.5,No Warranty
ORD0646925,CUST001120,Seth Tyler,"1571 Rodriguez Valleys, Cologne, Germany",Cologne,Germany,Europe,5/24/2020,PayPal,The Great Gatsby,Books,5,BOOK112,86.95,63.33,12.06,76.46,382.3,65.65,No Warranty
ORD0646924,CUST001120,Seth Tyler,"1571 Rodriguez Valleys, Cologne, Germany",Cologne,Germany,Europe,4/14/2023,Credit Card,iPhone 14 Pro,Electronics,2,ELEC112,1555.67,1057.37,0,1555.67,3111.34,996.6,17 months
ORD0646924,CUST001120,Seth Tyler,"1571 Rodriguez Valleys, Cologne, Germany",Cologne,Germany,Europe,3/14/2022,Credit Card,Free-Range Eggs,Groceries,2,GROC101,21.48,17.02,14.29,18.41,36.82,2.78,No Warranty
ORD0646928,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,9/30/2020,Online Wallet,Manga: Attack on Titan Vol. 1,Books,4,BOOK103,64.77,44.35,17.22,53.62,214.48,37.08,No Warranty
ORD0646926,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,8/19/2023,Debit Card,Manga: Attack on Titan Vol. 1,Books,4,BOOK103,46.63,32.71,22.59,36.1,144.4,13.56,No Warranty
ORD0646928,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,2/22/2022,Online Wallet,Adidas Ultraboost,Clothing,1,CLOT100,445.7,292.13,15.76,375.46,375.46,83.33,No Warranty
ORD0646926,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,2/22/2024,Debit Card,Nike Air Max Shoes,Clothing,1,CLOT103,414.47,265.72,10.49,370.99,370.99,105.27,No Warranty
ORD0646927,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,8/14/2020,Debit Card,Ashley Furniture Sofa,Furniture,5,FURN100,2231.95,1578,6.98,2076.16,10380.8,2490.8,27 months
ORD0646927,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,8/10/2020,Debit Card,IKEA Billy Bookcase,Furniture,5,FURN100,1035.04,826.64,18.13,847.39,4236.95,103.75,33 months
ORD0646926,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,2/23/2023,Debit Card,IKEA Billy Bookcase,Furniture,5,FURN100,199.44,123.4,0,199.44,997.2,380.2,21 months
ORD0646927,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,2/20/2020,Debit Card,Sealy Posturepedic Mattress,Furniture,4,FURN112,1732.86,1279.93,17.24,1434.11,5736.44,616.72,33 months
ORD0646927,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,7/21/2024,Debit Card,Sealy Posturepedic Mattress,Furniture,5,FURN112,1487.77,1149.3,23.86,1132.79,5663.95,-82.55,23 months
ORD0646928,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,6/8/2020,Online Wallet,Fresh Apples,Groceries,5,GROC102,34.29,25.45,24.41,25.92,129.6,2.35,No Warranty
ORD0646926,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,1/1/2023,Debit Card,Fresh Apples,Groceries,3,GROC102,49.86,32.07,25.38,37.21,111.63,15.42,No Warranty
ORD0646927,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,7/8/2021,Debit Card,Organic Almond Milk,Groceries,4,GROC103,18.65,12.54,27.29,13.56,54.24,4.08,No Warranty
ORD0646928,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,9/4/2021,Online Wallet,Organic Almond Milk,Groceries,5,GROC103,9.86,7.16,0,9.86,49.3,13.5,No Warranty
ORD0646928,CUST001121,Penny Thomas,"4568 James Trafficway Apt. 005, Perth, Australia",Perth,Australia,Oceania,1/7/2023,Online Wallet,Whole Wheat Bread,Groceries,1,GROC113,2.36,1.7,24.43,1.78,1.78,0.08,No Warranty
ORD0646929,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,1/11/2021,Online Wallet,The Great Gatsby,Books,3,BOOK112,92.04,72.13,12.97,80.1,240.3,23.91,No Warranty
ORD0646930,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,4/18/2023,Debit Card,Adidas Ultraboost,Clothing,3,CLOT100,339.46,219.62,21.04,268.04,804.12,145.26,No Warranty
ORD0646930,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,5/22/2021,Debit Card,Adidas Ultraboost,Clothing,3,CLOT100,110.95,84.94,19.05,89.81,269.43,14.61,No Warranty
ORD0646929,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,1/30/2022,Online Wallet,North Face Jacket,Clothing,1,CLOT104,127.28,97.06,0,127.28,127.28,30.22,No Warranty
ORD0646930,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,8/27/2022,Debit Card,Samsung Galaxy S23,Electronics,4,ELEC104,919.04,680.08,18.88,745.53,2982.12,261.8,30 months
ORD0646930,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,7/13/2021,Debit Card,Sony WH-1000XM5 Headphones,Electronics,2,ELEC112,1949.87,1236.96,7.09,1811.62,3623.24,1149.32,8 months
ORD0646930,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,10/19/2021,Debit Card,Ashley Furniture Sofa,Furniture,5,FURN100,2646.96,1901.19,9.07,2406.88,12034.4,2528.45,14 months
ORD0646929,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,1/29/2021,Online Wallet,Organic Almond Milk,Groceries,5,GROC103,35.28,22.7,7.76,32.54,162.7,49.2,No Warranty
ORD0646929,CUST001122,Andrea Meyers,"789 Shelton Roads, Chengdu, China",Chengdu,China,Asia,10/3/2023,Online Wallet,Organic Almond Milk,Groceries,1,GROC103,49.13,30.76,8.88,44.77,44.77,14.01,No Warranty
ORD0646933,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,11/14/2022,PayPal,Atomic Habits,Books,5,BOOK100,62.42,45.1,0,62.42,312.1,86.6,No Warranty
ORD0646931,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,9/16/2021,Debit Card,Manga: Attack on Titan Vol. 1,Books,5,BOOK103,23.24,14.72,16.58,19.39,96.95,23.35,No Warranty
ORD0646931,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,3/5/2021,Debit Card,Manga: Attack on Titan Vol. 1,Books,2,BOOK103,50.37,35.2,15.83,42.4,84.8,14.4,No Warranty
ORD0646932,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,8/6/2020,Credit Card,The Great Gatsby,Books,3,BOOK112,45.53,28.11,22.84,35.13,105.39,21.06,No Warranty
ORD0646932,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,4/9/2023,Credit Card,The Great Gatsby,Books,2,BOOK112,68.49,46.87,18.32,55.94,111.88,18.14,No Warranty
ORD0646932,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,9/7/2024,Credit Card,North Face Jacket,Clothing,4,CLOT104,282.52,203.19,0,282.52,1130.08,317.32,No Warranty
ORD0646935,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,2/28/2020,Online Wallet,Samsung Galaxy S23,Electronics,1,ELEC104,1228.8,871,6.98,1143.03,1143.03,272.03,16 months
ORD0646935,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,6/24/2024,Online Wallet,Ashley Furniture Sofa,Furniture,3,FURN100,2662.92,2056.42,28.87,1894.13,5682.39,-486.87,20 months
ORD0646931,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,5/29/2022,Debit Card,Free-Range Eggs,Groceries,4,GROC101,28.29,19.41,12.41,24.78,99.12,21.48,No Warranty
ORD0646935,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,9/20/2020,Online Wallet,Fresh Apples,Groceries,1,GROC102,25.58,15.67,7.45,23.67,23.67,8,No Warranty
ORD0646931,CUST001123,Lucas Martinez,"11254 Joel Plaza, Lagos, Nigeria",Lagos,Nigeria,Africa,9/8/2020,Debit Card,Fresh Apples,Groceries,2,GROC102,28.91,23.12,6.04,27.16,54.32,8.08,No Warranty
